         10408241686 function calls (10237184914 primitive calls) in 8334.905 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    44290 1654.604    0.037 1654.871    0.037 d:\tasc2.4\tasc-lab-master\tasc24\lib\site-packages\fpdf\fpdf.py:1906(_out)
    31976  252.948    0.008  260.977    0.008 {method 'draw_path_collection' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
1571584120  242.707    0.000  400.904    0.000 {built-in method builtins.isinstance}
107065321/89709515  151.479    0.000  228.553    0.000 {built-in method numpy.array}
  3740528  149.467    0.000  149.467    0.000 {built-in method _operator.eq}
  5932427  148.168    0.000  148.168    0.000 {pandas._libs.algos.take_2d_axis1_float64_float64}
 17818615  119.104    0.000  907.959    0.000 d:\tasc2.4\tasc-lab-master\tasc24\lib\site-packages\pandas\core\algorithms.py:1661(take_nd)
456867418  100.203    0.000  141.899    0.000 d:\tasc2.4\tasc-lab-master\tasc24\lib\site-packages\pandas\core\dtypes\generic.py:30(_check)
  3305945   91.800    0.000  303.758    0.000 d:\tasc2.4\tasc-lab-master\tasc24\lib\site-packages\pandas\core\internals\managers.py:940(fast_xs)
 37710894   84.591    0.000   84.591    0.000 {method 'reduce' of 'numpy.ufunc' objects}
125376243   80.286    0.000  199.773    0.000 d:\tasc2.4\tasc-lab-master\tasc24\lib\site-packages\pandas\core\dtypes\common.py:1470(is_extension_array_dtype)
16583581/16583580   79.159    0.000  954.507    0.000 d:\tasc2.4\tasc-lab-master\tasc24\lib\site-packages\pandas\core\series.py:238(__init__)
  4117468   78.037    0.000  152.448    0.000 d:\tasc2.4\tasc-lab-master\tasc24\lib\site-packages\pandas\core\internals\managers.py:232(_rebuild_blknos_and_blklocs)
 20708064   76.355    0.000  136.471    0.000 d:\tasc2.4\tasc-lab-master\tasc24\lib\site-packages\pandas\core\generic.py:5411(__finalize__)
736657292/736632350   74.019    0.000   80.020    0.000 {built-in method builtins.getattr}
 17812034   72.931    0.000  266.700    0.000 d:\tasc2.4\tasc-lab-master\tasc24\lib\site-packages\pandas\core\dtypes\cast.py:542(maybe_promote)
125382823   71.961    0.000   99.577    0.000 d:\tasc2.4\tasc-lab-master\tasc24\lib\site-packages\pandas\core\dtypes\base.py:411(find)
494891690/385548448   71.173    0.000  106.703    0.000 {built-in method builtins.len}
 45743477   69.999    0.000  169.097    0.000 d:\tasc2.4\tasc-lab-master\tasc24\lib\site-packages\numpy\core\_dtype.py:333(_name_get)
 34435944   65.853    0.000  127.216    0.000 d:\tasc2.4\tasc-lab-master\tasc24\lib\site-packages\pandas\core\internals\blocks.py:127(__init__)
 23975926   65.375    0.000   81.491    0.000 d:\tasc2.4\tasc-lab-master\tasc24\lib\site-packages\pandas\core\generic.py:188(__init__)
 17818615   64.106    0.000  216.429    0.000 d:\tasc2.4\tasc-lab-master\tasc24\lib\site-packages\pandas\core\algorithms.py:1534(_get_take_nd_function)
