         1468280018 function calls (1439268503 primitive calls) in 1312.535 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    11049   68.592    0.006   68.653    0.006 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\fpdf\fpdf.py:1906(_out)
     7426   43.812    0.006   45.400    0.006 {method 'draw_path_collection' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
229629474   43.804    0.000   64.862    0.000 {built-in method builtins.isinstance}
17448219/15804385   30.950    0.000   38.276    0.000 {built-in method numpy.array}
  1183919   26.665    0.000   26.665    0.000 {pandas._libs.algos.take_2d_axis1_float64_float64}
   881124   24.163    0.000   44.102    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:224(_rebuild_blknos_and_blklocs)
   645021   22.319    0.000   22.319    0.000 {built-in method _operator.eq}
  6738806   20.685    0.000   20.685    0.000 {method 'reduce' of 'numpy.ufunc' objects}
   560028   20.205    0.000   62.468    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:932(fast_xs)
3207516/3207515   20.090    0.000  170.459    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\series.py:315(__init__)
  4101997   17.727    0.000   31.364    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:5426(__finalize__)
  3578676   16.472    0.000   80.532    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\array_algos\take.py:111(_take_nd_ndarray)
 10203993   14.968    0.000   42.154    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:5480(__setattr__)
79568432/59564246   14.922    0.000   22.666    0.000 {built-in method builtins.len}
 45544477   13.975    0.000   19.513    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\generic.py:43(_check)
  4655823   13.616    0.000   17.336    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:230(__init__)
  1189834   12.926    0.000   22.724    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexers.py:249(maybe_convert_indices)
  3386299   12.804    0.000  432.015    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\frame.py:3418(__getitem__)
  6072791   11.043    0.000   11.053    0.000 {built-in method numpy.empty}
71219123/71213429   10.675    0.000   12.148    0.000 {built-in method builtins.getattr}
8104523/7810222    9.940    0.000   66.258    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:5464(__getattr__)
  3578676    9.369    0.000   17.756    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\array_algos\take.py:517(_take_preprocess_indexer_and_fill_value)
  1199605    9.167    0.000    9.167    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
  1120056    8.907    0.000   12.144    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\numpy\core\numerictypes.py:578(_can_coerce_all)
  3552854    8.763    0.000  110.793    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\blocks.py:1122(take_nd)
  1231481    8.064    0.000  202.828    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\series.py:5491(_cmp_method)
  6195447    7.870    0.000   22.139    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\series.py:627(name)
  1916700    7.728    0.000   31.454    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\construction.py:463(sanitize_array)
  8347256    7.674    0.000   16.230    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\common.py:1578(_is_dtype_type)
   546083    7.343    0.000   10.174    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\inspect.py:2879(_bind)
4845769/4398450    6.819    0.000   32.783    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
  1544430    6.646    0.000    7.140    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\matplotlib\transforms.py:207(set_children)
 32251826    6.643    0.000    6.643    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\blocks.py:349(iget)
  4533900    6.547    0.000   17.382    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\common.py:1264(is_bool_dtype)
  1927180    6.515    0.000   37.676    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\blocks.py:1916(new_block)
      100    6.344    0.063  517.933    5.179 \\metlab25\d\pybatch\batch_calculations.py:1067(draw_layer_graph)
    41535    6.115    0.000    6.115    0.000 {method 'set_text' of 'matplotlib.ft2font.FT2Font' objects}
  5835964    6.097    0.000   20.736    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\common.py:160(is_object_dtype)
  1178021    6.084    0.000  214.966    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:3518(take)
  1231481    6.075    0.000   51.476    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\ops\array_ops.py:229(comparison_op)
  3578676    6.024    0.000   89.244    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\array_algos\take.py:54(take_nd)
16657428/16657422    6.013    0.000    9.581    0.000 {built-in method builtins.hasattr}
  1916699    5.913    0.000   11.238    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\construction.py:671(_try_cast)
  2737760    5.901    0.000   14.740    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\numpy\core\_ufunc_config.py:39(seterr)
  1176922    5.748    0.000    5.748    0.000 {pandas._libs.algos.take_2d_axis1_int64_int64}
   888973    5.656    0.000   59.351    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:970(iget)
  3950927    5.603    0.000    5.603    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\blocks.py:261(make_block_same_class)
  1231602    5.406    0.000   33.171    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexers.py:439(check_array_indexer)
  7672664    5.402    0.000    8.914    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\series.py:577(name)
  2737760    5.392    0.000    5.747    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\numpy\core\_ufunc_config.py:139(geterr)
  3545117    5.361    0.000   17.189    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexes\base.py:4729(equals)
  2819442    5.355    0.000   17.133    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\blocks.py:1843(maybe_coerce_values)
 11948048    5.339    0.000    8.037    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\inference.py:321(is_hashable)
 14096703    5.319    0.000    5.319    0.000 {pandas._libs.lib.is_list_like}
  2976813    5.073    0.000   11.752    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\base.py:41(shape)
  1178021    5.041    0.000  182.905    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:833(take)
  8620494    5.014    0.000    7.018    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:1656(dtype)
 15910078    4.998    0.000    6.646    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexes\base.py:794(__len__)
  2210472    4.986    0.000   96.908    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\frame.py:3871(_get_item_cache)
  2959646    4.827    0.000   21.289    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\common.py:100(is_bool_indexer)
  4133989    4.730    0.000    9.330    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\common.py:574(is_dtype_equal)
  1175827    4.684    0.000  298.871    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\frame.py:3480(_getitem_bool_array)
  1927236    4.643    0.000   13.457    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\blocks.py:1875(get_block_type)
  1779812    4.610    0.000    6.786    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexes\base.py:605(_simple_new)
  2662871    4.500    0.000    4.500    0.000 {built-in method numpy.arange}
  6955203    4.434    0.000    6.385    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\common.py:1420(is_extension_array_dtype)
  1231616    4.327    0.000  118.094    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\series.py:2915(_construct_result)
  6203855    4.319    0.000   14.292    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\common.py:1718(validate_all_hashable)
      190    4.236    0.022  166.718    0.877 \\metlab25\d\pybatch\batch_calculations.py:1028(<listcomp>)
  1183919    4.230    0.000    4.230    0.000 {pandas._libs.algos.take_2d_axis0_object_object}
