         1428671168 function calls (1404138253 primitive calls) in 1224.703 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     4198   55.540    0.013   57.435    0.014 {method 'draw_path_collection' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
226701660   45.720    0.000   70.807    0.000 {built-in method builtins.isinstance}
   612534   45.580    0.000   45.580    0.000 {method 'values' of 'dict' objects}
   542551   33.368    0.000   33.368    0.000 {built-in method _operator.eq}
   847923   30.865    0.000   30.865    0.000 {pandas._libs.algos.take_2d_axis1_float64_float64}
     7745   28.971    0.004   29.016    0.004 c:\users\user\anaconda3\envs\tasc\lib\site-packages\fpdf\fpdf.py:1906(_out)
14476947/11821584   28.029    0.000   40.105    0.000 {built-in method numpy.array}
  2545755   22.617    0.000  177.669    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\algorithms.py:1640(take_nd)
 64073089   17.485    0.000   24.287    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\generic.py:10(_check)
   579876   17.450    0.000   31.057    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:238(_rebuild_blknos_and_blklocs)
   479208   16.607    0.000   55.440    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:935(fast_xs)
 20517666   16.305    0.000   42.288    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\common.py:1460(is_extension_array_dtype)
  5373514   16.231    0.000   16.231    0.000 {method 'reduce' of 'numpy.ufunc' objects}
 20518332   15.384    0.000   20.889    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\base.py:413(find)
2454565/2454564   13.749    0.000  155.535    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\series.py:201(__init__)
  2545088   13.512    0.000   47.042    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\cast.py:442(maybe_promote)
71713770/56061366   13.324    0.000   19.462    0.000 {built-in method builtins.len}
  2545755   13.192    0.000   40.671    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\algorithms.py:1511(_get_take_nd_function)
108682515/108677957   13.123    0.000   14.097    0.000 {built-in method builtins.getattr}
   884352   12.703    0.000   12.703    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
  6541717   12.516    0.000   30.739    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\numpy\core\_dtype.py:333(_name_get)
  4207221   10.883    0.000   10.884    0.000 {built-in method numpy.empty}
  7489718   10.718    0.000   22.917    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:5143(__setattr__)
  2554317   10.279    0.000  446.710    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\frame.py:2869(__getitem__)
  5004854   10.246    0.000   20.222    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\blocks.py:124(__init__)
   842531    9.712    0.000   16.996    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexers.py:210(maybe_convert_indices)
   887347    8.828    0.000   99.743    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\ops\array_ops.py:195(comparison_op)
  2544428    8.471    0.000  206.368    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\blocks.py:1238(take_nd)
   976858    8.131    0.000   10.885    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\numpy\core\numerictypes.py:578(_can_coerce_all)
 72897387    7.939    0.000    7.939    0.000 {built-in method builtins.issubclass}
6313173/6140219    7.914    0.000   42.619    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:5125(__getattr__)
   842531    7.824    0.000  263.408    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:1436(take)
  8171560    7.416    0.000   16.429    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\common.py:1600(_is_dtype_type)
  3508671    6.739    0.000    6.739    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:195(__init__)
  1447717    6.632    0.000   37.018    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\blocks.py:2677(get_block_type)
  1440207    6.399    0.000   49.042    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\construction.py:390(sanitize_array)
  3707950    6.387    0.000   15.105    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\numpy\core\_ufunc_config.py:39(seterr)
  8939339    6.300    0.000   13.303    0.000 {pandas._libs.lib.is_list_like}
3771383/3544066    6.244    0.000   22.072    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
  1440206    5.907    0.000   10.404    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\cast.py:1187(maybe_castable)
  8896909    5.832    0.000   22.492    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\base.py:256(is_dtype)
  6244378    5.740    0.000   19.030    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\common.py:194(is_object_dtype)
 27414214    5.673    0.000    5.673    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\blocks.py:319(iget)
   841870    5.481    0.000    5.481    0.000 {pandas._libs.algos.take_2d_axis1_int64_int64}
  3707950    5.453    0.000    5.850    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\numpy\core\_ufunc_config.py:139(geterr)
  3557193    5.309    0.000   20.026    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\blocks.py:256(make_block_same_class)
       60    5.146    0.086  429.054    7.151 C:\Users\user\pybatch\batch_calculations.py:1071(draw_layer_graph)
12373312/12373302    5.069    0.000    8.691    0.000 {built-in method builtins.hasattr}
   842531    4.919    0.000  280.277    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:3256(take)
  9857001    4.774    0.000    4.786    0.000 {built-in method _abc._abc_instancecheck}
   339247    4.739    0.000    6.413    0.000 c:\users\user\anaconda3\envs\tasc\lib\inspect.py:2879(_bind)
  3282685    4.724    0.000   16.319    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\common.py:1330(is_bool_dtype)
  5841776    4.512    0.000   23.335    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\construction.py:339(extract_array)
  5041734    4.481    0.000    5.104    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\blocks.py:237(mgr_locs)
  2287266    4.302    0.000    6.647    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\arrays\numpy_.py:162(__init__)
  5697853    4.265    0.000    7.121    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\series.py:442(name)
  9537502    4.224    0.000    8.156    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\inference.py:322(is_hashable)
      114    4.178    0.037  207.100    1.817 C:\Users\user\pybatch\batch_calculations.py:1034(<listcomp>)
  7207084    4.156    0.000    5.604    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\numpy\core\numerictypes.py:293(issubclass_)
  2539255    4.138    0.000   14.602    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexes\base.py:4199(equals)
  2385661    4.131    0.000    7.343    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:5097(__finalize__)
 12604767    4.126    0.000    5.546    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexes\base.py:567(__len__)
 10265577    4.103    0.000    5.829    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\common.py:1565(_get_dtype)
  2454565    3.948    0.000    4.494    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:1541(__init__)
  3603542    3.932    0.000    9.824    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\numpy\core\numerictypes.py:365(issubdtype)
   887420    3.927    0.000   35.941    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexers.py:348(check_array_indexer)
  6541717    3.906    0.000   13.326    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\numpy\core\_dtype.py:319(_name_includes_bit_suffix)
    24494    3.890    0.000    3.890    0.000 {method 'set_text' of 'matplotlib.ft2font.FT2Font' objects}
  2401578    3.815    0.000   18.399    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\common.py:97(is_bool_indexer)
   847923    3.749    0.000    3.749    0.000 {pandas._libs.algos.take_2d_axis0_object_object}
  1532317    3.687    0.000    8.251    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexes\base.py:4086(__getitem__)
   887428    3.574    0.000   55.712    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\ops\array_ops.py:119(na_arithmetic_op)
  1447661    3.567    0.000   49.730    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\blocks.py:2723(make_block)
  2012170    3.523    0.000    8.175    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:212(shape)
   841213    3.515    0.000  359.679    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\frame.py:2930(_getitem_bool_array)
   479208    3.508    0.000   27.834    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\cast.py:1448(find_common_type)
10235701/8020627    3.483    0.000   28.165    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\numpy\core\_asarray.py:16(asarray)
   942420    3.468    0.000    3.770    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\matplotlib\transforms.py:185(set_children)
  6211508    3.459    0.000    5.805    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:1611(dtype)
        1    3.381    3.381   45.293   45.293 C:\Users\user\pybatch\batch_calculations.py:457(_get_msd_info)
  1752819    3.332    0.000    3.332    0.000 {built-in method numpy.arange}
