         6010666181 function calls (5892843456 primitive calls) in 7139.060 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    35886 1047.737    0.029 1048.013    0.029 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\fpdf\fpdf.py:1906(_out)
   155440  320.319    0.002  320.319    0.002 {method 'set_text' of 'matplotlib.ft2font.FT2Font' objects}
  3495607  277.835    0.000  381.735    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:224(_rebuild_blknos_and_blklocs)
  2857530  206.065    0.000  206.065    0.000 {built-in method _operator.eq}
    27452  176.444    0.006  182.864    0.007 {method 'draw_path_collection' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
952540184  176.367    0.000  263.173    0.000 {built-in method builtins.isinstance}
  4924060  144.036    0.000  144.036    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
69818410/62923649  125.717    0.000  154.587    0.000 {built-in method numpy.array}
  4860720  107.607    0.000  107.607    0.000 {pandas._libs.algos.take_2d_axis1_float64_float64}
17739862/16031779   94.424    0.000  196.105    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
 26068635   92.029    0.000   92.029    0.000 {method 'reduce' of 'numpy.ufunc' objects}
  2493381   86.827    0.000  270.880    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:932(fast_xs)
13385951/13385950   82.700    0.000  714.345    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\series.py:315(__init__)
 16937549   72.126    0.000  128.307    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:5426(__finalize__)
 14698587   65.612    0.000  338.529    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\array_algos\take.py:111(_take_nd_ndarray)
 42367615   63.404    0.000  178.198    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:5480(__setattr__)
  7532892   60.752    0.000   75.003    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexes\base.py:4587(__getitem__)
332169499/249624743   59.974    0.000   92.192    0.000 {built-in method builtins.len}
  4885019   58.933    0.000  100.009    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexers.py:249(maybe_convert_indices)
190245525   57.419    0.000   80.908    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\generic.py:43(_check)
 19401759   56.544    0.000   72.645    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:230(__init__)
 24816308   54.841    0.000   54.876    0.000 {built-in method numpy.empty}
  9867423   54.118    0.000   54.118    0.000 {method 'copy' of 'numpy.ndarray' objects}
 14022010   49.952    0.000 2067.640    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\frame.py:3418(__getitem__)
292703308/292684690   43.523    0.000   49.330    0.000 {built-in method builtins.getattr}
 10572302   43.290    0.000   43.290    0.000 {built-in method numpy.arange}
33931835/32819277   42.224    0.000  366.009    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:5464(__getattr__)
  1933848   40.161    0.000   40.161    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\blocks.py:293(_slice)
  4986762   39.136    0.000   52.753    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\numpy\core\numerictypes.py:578(_can_coerce_all)
 14698587   39.096    0.000   74.498    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\array_algos\take.py:517(_take_preprocess_indexer_and_fill_value)
 14586523   36.213    0.000  459.781    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\blocks.py:1122(take_nd)
 25812043   33.838    0.000   91.843    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\series.py:627(name)
  5073240   32.484    0.000  940.526    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\series.py:5491(_cmp_method)
  8071392   32.103    0.000  130.784    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\construction.py:463(sanitize_array)
  2104919   31.280    0.000   42.165    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\inspect.py:2879(_bind)
     2009   30.742    0.015  752.822    0.375 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\matplotlib\backends\backend_agg.py:399(draw)
 34493448   29.335    0.000   63.902    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\common.py:1578(_is_dtype_type)
143165990   28.749    0.000   28.749    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\blocks.py:349(iget)
  8117191   26.626    0.000  155.635    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\blocks.py:1916(new_block)
  5772157   26.585    0.000   28.452    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\matplotlib\transforms.py:207(set_children)
      373   25.956    0.070 2777.629    7.447 \\metlab25\d\pybatch\batch_calculations.py:1067(draw_layer_graph)
 19155311   25.955    0.000   70.853    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\common.py:1264(is_bool_dtype)
  4833351   25.650    0.000  895.161    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:3518(take)
  5073240   25.342    0.000  324.118    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\ops\array_ops.py:229(comparison_op)
     4035   24.633    0.006   24.633    0.006 {built-in method io.open}
 14698587   24.495    0.000  373.890    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\array_algos\take.py:54(take_nd)
 24341819   24.440    0.000   82.249    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\common.py:160(is_object_dtype)
  8071391   24.288    0.000   46.572    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\construction.py:671(_try_cast)
