         1486482217 function calls (1460716864 primitive calls) in 1285.045 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    10498   61.598    0.006   61.637    0.006 c:\users\user\anaconda3\envs\tasc\lib\site-packages\fpdf\fpdf.py:1906(_out)
     5978   47.782    0.008   49.421    0.008 {method 'draw_path_collection' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
229096308   45.651    0.000   71.371    0.000 {built-in method builtins.isinstance}
15537790/13043134   31.037    0.000   43.068    0.000 {built-in method numpy.array}
   881443   26.631    0.000   26.631    0.000 {pandas._libs.algos.take_2d_axis1_float64_float64}
  2662074   24.818    0.000  181.153    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\algorithms.py:1640(take_nd)
   653378   19.463    0.000   35.314    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:238(_rebuild_blknos_and_blklocs)
  6273000   18.980    0.000   18.980    0.000 {method 'reduce' of 'numpy.ufunc' objects}
   467544   18.638    0.000   18.638    0.000 {built-in method _operator.eq}
 64141160   17.681    0.000   24.590    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\generic.py:10(_check)
 20710343   16.418    0.000   42.177    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\common.py:1460(is_extension_array_dtype)
 20711666   15.349    0.000   21.039    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\base.py:413(find)
   410043   14.942    0.000   49.664    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:935(fast_xs)
111482078/111476552   14.133    0.000   15.463    0.000 {built-in method builtins.getattr}
2396200/2396199   13.927    0.000  154.782    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\series.py:201(__init__)
  2660750   13.821    0.000   49.400    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\cast.py:442(maybe_promote)
  2662074   13.755    0.000   42.811    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\algorithms.py:1511(_get_take_nd_function)
70798158/54778073   13.698    0.000   20.806    0.000 {built-in method builtins.len}
  6758495   13.191    0.000   32.230    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\numpy\core\_dtype.py:333(_name_get)
  7479467   12.004    0.000   24.465    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:5143(__setattr__)
  4526549   11.508    0.000   11.517    0.000 {built-in method numpy.empty}
  5067410   10.836    0.000   20.990    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\blocks.py:124(__init__)
  2531072   10.626    0.000  475.125    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\frame.py:2869(__getitem__)
   883957   10.584    0.000   18.368    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexers.py:210(maybe_convert_indices)
  2659433    9.548    0.000  211.775    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\blocks.py:1238(take_nd)
   916416    9.436    0.000   90.718    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\ops\array_ops.py:195(comparison_op)
   921926    8.787    0.000    8.787    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
 74141385    8.545    0.000    8.545    0.000 {built-in method builtins.issubclass}
6081475/5856079    8.433    0.000   50.007    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:5125(__getattr__)
   883957    8.266    0.000  275.144    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:1436(take)
