         1809231600 function calls (1773196181 primitive calls) in 1599.001 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    12384   97.471    0.008   97.551    0.008 c:\users\user\anaconda3\envs\tasc\lib\site-packages\fpdf\fpdf.py:1906(_out)
287606822   53.299    0.000   79.203    0.000 {built-in method builtins.isinstance}
     8161   51.833    0.006   53.590    0.007 {method 'draw_path_collection' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
20922411/18873886   36.793    0.000   45.303    0.000 {built-in method numpy.array}
  1463119   29.730    0.000   29.730    0.000 {pandas._libs.algos.take_2d_axis1_float64_float64}
   859364   29.644    0.000   29.644    0.000 {built-in method _operator.eq}
  1085058   27.685    0.000   52.666    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:224(_rebuild_blknos_and_blklocs)
4022615/4022614   25.878    0.000  214.695    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\series.py:315(__init__)
   743266   25.469    0.000   81.093    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:932(fast_xs)
  7989316   24.244    0.000   24.244    0.000 {method 'reduce' of 'numpy.ufunc' objects}
  5124485   21.959    0.000   38.820    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:5426(__finalize__)
  4427739   21.075    0.000   96.419    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\array_algos\take.py:111(_take_nd_ndarray)
 12917406   18.727    0.000   52.507    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:5480(__setattr__)
101944760/76865236   18.451    0.000   28.850    0.000 {built-in method builtins.len}
 57517468   17.165    0.000   24.270    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\generic.py:43(_check)
  5859283   16.772    0.000   21.921    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:230(__init__)
  1471838   15.725    0.000   27.596    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexers.py:249(maybe_convert_indices)
  4225402   15.064    0.000  525.724    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\frame.py:3418(__getitem__)
  7351174   13.230    0.000   13.231    0.000 {built-in method numpy.empty}
88494127/88486641   13.069    0.000   14.681    0.000 {built-in method builtins.getattr}
10159648/9820696   12.267    0.000   76.453    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:5464(__getattr__)
  1486532   11.878    0.000   15.973    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\numpy\core\numerictypes.py:578(_can_coerce_all)
  4427739   11.492    0.000   21.897    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\array_algos\take.py:517(_take_preprocess_indexer_and_fill_value)
  4391645   11.301    0.000  133.610    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\blocks.py:1122(take_nd)
