         2388078847 function calls (2346937152 primitive calls) in 1941.637 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     7694   88.751    0.012   91.623    0.012 {method 'draw_path_collection' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
378706543   72.510    0.000  114.622    0.000 {built-in method builtins.isinstance}
    10129   70.939    0.007   70.975    0.007 c:\users\user\anaconda3\envs\tasc\lib\site-packages\fpdf\fpdf.py:1906(_out)
  1440257   49.266    0.000   49.266    0.000 {pandas._libs.algos.take_2d_axis1_float64_float64}
   857360   46.716    0.000   46.716    0.000 {built-in method _operator.eq}
24481757/20060048   45.809    0.000   65.580    0.000 {built-in method numpy.array}
  4323877   38.082    0.000  291.522    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\algorithms.py:1640(take_nd)
107036821   29.205    0.000   40.823    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\generic.py:10(_check)
  1021418   27.562    0.000   50.998    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:238(_rebuild_blknos_and_blklocs)
  9298934   27.461    0.000   27.461    0.000 {method 'reduce' of 'numpy.ufunc' objects}
 34361514   26.570    0.000   67.851    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\common.py:1460(is_extension_array_dtype)
   752711   25.776    0.000   86.055    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:935(fast_xs)
 34362554   24.673    0.000   33.659    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\base.py:413(find)
182175610/182169366   22.476    0.000   23.969    0.000 {built-in method builtins.getattr}
4109351/4109350   22.279    0.000  252.826    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\series.py:201(__init__)
119136697/92719179   22.013    0.000   32.105    0.000 {built-in method builtins.len}
  4322836   21.928    0.000   77.246    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\cast.py:442(maybe_promote)
  4323877   21.498    0.000   68.608    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\algorithms.py:1511(_get_take_nd_function)
 11056358   20.759    0.000   52.153    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\numpy\core\_dtype.py:333(_name_get)
  1498108   19.469    0.000   19.469    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
 12576026   18.715    0.000   39.078    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:5143(__setattr__)
  8441890   16.502    0.000   33.343    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\blocks.py:124(__init__)
  1432426   16.333    0.000   28.317    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexers.py:210(maybe_convert_indices)
  4301601   16.213    0.000  738.293    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\frame.py:2869(__getitem__)
  7155067   16.013    0.000   16.014    0.000 {built-in method numpy.empty}
  4321803   14.248    0.000  338.756    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\blocks.py:1238(take_nd)
  1502820   14.132    0.000  157.111    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\ops\array_ops.py:195(comparison_op)
122415744   13.301    0.000   13.301    0.000 {built-in method builtins.issubclass}
10534600/10210947   13.246    0.000   71.990    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:5125(__getattr__)
  1432426   12.753    0.000  434.755    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:1436(take)
 13530540   12.609    0.000   27.555    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\common.py:1600(_is_dtype_type)
  1534614   12.362    0.000   16.659    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\numpy\core\numerictypes.py:578(_can_coerce_all)
  5876419   11.334    0.000   11.334    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:195(__init__)
 14661767   11.201    0.000   22.659    0.000 {pandas._libs.lib.is_list_like}
  6342412   10.889    0.000   25.981    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\numpy\core\_ufunc_config.py:39(seterr)
  2392993   10.572    0.000   78.129    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\construction.py:390(sanitize_array)
  2404152   10.210    0.000   59.104    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\blocks.py:2677(get_block_type)
6608656/6227453    9.986    0.000   37.774    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
  1431392    9.866    0.000    9.866    0.000 {pandas._libs.algos.take_2d_axis1_int64_int64}
 10378535    9.612    0.000   31.842    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\common.py:194(is_object_dtype)
  6342412    9.481    0.000   10.161    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\numpy\core\_ufunc_config.py:139(geterr)
  2392992    9.299    0.000   16.528    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\cast.py:1187(maybe_castable)
 14834261    9.070    0.000   36.744    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\base.py:256(is_dtype)
  6037795    9.048    0.000   33.268    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\blocks.py:256(make_block_same_class)
 43923723    8.994    0.000    8.994    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\blocks.py:319(iget)
      100    8.381    0.084  687.794    6.878 C:\Users\user\pybatch\batch_calculations.py:964(draw_layer_graph)
20783281/20783271    8.187    0.000   14.126    0.000 {built-in method builtins.hasattr}
  1432426    8.130    0.000  462.821    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:3256(take)
   513434    8.037    0.000   10.496    0.000 c:\users\user\anaconda3\envs\tasc\lib\inspect.py:2879(_bind)
  1695680    7.979    0.000    8.504    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\matplotlib\transforms.py:185(set_children)
 16263298    7.938    0.000    7.955    0.000 {built-in method _abc._abc_instancecheck}
  8500266    7.731    0.000    8.785    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\blocks.py:237(mgr_locs)
 12310756    7.724    0.000   10.177    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\numpy\core\numerictypes.py:293(issubclass_)
  9874126    7.486    0.000   38.773    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\construction.py:339(extract_array)
  5377974    7.429    0.000   25.880    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\common.py:1330(is_bool_dtype)
  9587146    7.105    0.000   11.989    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\series.py:442(name)
  3848953    7.099    0.000   11.087    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\arrays\numpy_.py:162(__init__)
 15910700    6.976    0.000   13.613    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\inference.py:322(is_hashable)
 17109140    6.953    0.000    9.955    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\common.py:1565(_get_dtype)
  3980124    6.922    0.000   12.291    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:5097(__finalize__)
 11056358    6.852    0.000   23.312    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\numpy\core\_dtype.py:319(_name_includes_bit_suffix)
  4315323    6.816    0.000   24.145    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexes\base.py:4199(equals)
 21269757    6.788    0.000    9.199    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexes\base.py:567(__len__)
      190    6.654    0.035  312.847    1.647 C:\Users\user\pybatch\batch_calculations.py:933(<listcomp>)
  6155378    6.512    0.000   17.179    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\numpy\core\numerictypes.py:365(issubdtype)
  1440257    6.259    0.000    6.259    0.000 {pandas._libs.algos.take_2d_axis0_object_object}
  1502941    6.172    0.000   58.768    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexers.py:348(check_array_indexer)
  4109351    6.157    0.000    7.033    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:1541(__init__)
  3490898    6.142    0.000   14.045    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:212(shape)
  2522008    5.975    0.000   13.062    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexes\base.py:4086(__getitem__)
  3901168    5.889    0.000   29.849    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\common.py:97(is_bool_indexer)
  1502955    5.769    0.000   83.675    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\ops\array_ops.py:119(na_arithmetic_op)
