         1430461891 function calls (1405467345 primitive calls) in 1184.848 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    10370   58.470    0.006   58.505    0.006 c:\users\user\anaconda3\envs\tasc\lib\site-packages\fpdf\fpdf.py:1906(_out)
221115014   43.870    0.000   68.450    0.000 {built-in method builtins.isinstance}
     5569   36.637    0.007   37.963    0.007 {method 'draw_path_collection' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
14903690/12548256   28.327    0.000   39.480    0.000 {built-in method numpy.array}
  2595580   23.237    0.000  169.343    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\algorithms.py:1640(take_nd)
   863330   20.384    0.000   20.384    0.000 {pandas._libs.algos.take_2d_axis1_float64_float64}
   647743   19.112    0.000   34.651    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:238(_rebuild_blknos_and_blklocs)
  6219427   18.813    0.000   18.813    0.000 {method 'reduce' of 'numpy.ufunc' objects}
 62053782   16.777    0.000   23.655    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\generic.py:10(_check)
 20094200   16.070    0.000   41.653    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\common.py:1460(is_extension_array_dtype)
 20095524   15.356    0.000   20.805    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\base.py:413(find)
2298208/2298207   14.255    0.000  149.363    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\series.py:201(__init__)
   443241   14.250    0.000   14.250    0.000 {built-in method _operator.eq}
107935837/107929239   13.903    0.000   15.219    0.000 {built-in method builtins.getattr}
  2595580   13.820    0.000   42.903    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\algorithms.py:1511(_get_take_nd_function)
  2594255   13.601    0.000   48.666    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\cast.py:442(maybe_promote)
   387620   13.387    0.000   44.957    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:935(fast_xs)
69768757/54180233   13.213    0.000   19.379    0.000 {built-in method builtins.len}
  6578443   12.772    0.000   32.110    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\numpy\core\_dtype.py:333(_name_get)
  7261942   11.516    0.000   23.938    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:5143(__setattr__)
  4900974   10.244    0.000   20.017    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\blocks.py:124(__init__)
   861526   10.071    0.000   17.675    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexers.py:210(maybe_convert_indices)
  2433815    9.757    0.000  450.344    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\frame.py:2869(__getitem__)
  4299738    9.372    0.000    9.373    0.000 {built-in method numpy.empty}
  2592938    9.111    0.000  199.346    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\blocks.py:1238(take_nd)
   892113    8.719    0.000   81.585    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\ops\array_ops.py:195(comparison_op)
   499560    8.340    0.000   10.936    0.000 c:\users\user\anaconda3\envs\tasc\lib\inspect.py:2879(_bind)
 71975904    8.048    0.000    8.048    0.000 {built-in method builtins.issubclass}
5806711/5581331    7.729    0.000   47.841    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:5125(__getattr__)
   861526    7.727    0.000  260.808    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:1436(take)
4704867/4430042    7.527    0.000   28.981    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
  7753939    7.313    0.000   16.390    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\common.py:1600(_is_dtype_type)
  3332532    6.922    0.000    6.922    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:195(__init__)
   897851    6.772    0.000    6.772    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
  3913000    6.675    0.000   15.989    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\numpy\core\_ufunc_config.py:39(seterr)
   790190    6.477    0.000    8.719    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\numpy\core\numerictypes.py:578(_can_coerce_all)
      120    6.378    0.053  501.359    4.178 C:\Users\user\pybatch\batch_calculations.py:1054(draw_layer_graph)
  1382955    6.107    0.000   34.912    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\blocks.py:2677(get_block_type)
  1376382    6.037    0.000   44.171    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\construction.py:390(sanitize_array)
  8108357    5.914    0.000   12.363    0.000 {pandas._libs.lib.is_list_like}
    39384    5.898    0.000    5.898    0.000 {method 'set_text' of 'matplotlib.ft2font.FT2Font' objects}
  3518076    5.812    0.000   20.591    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\blocks.py:256(make_block_same_class)
  3913000    5.757    0.000    6.190    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\numpy\core\_ufunc_config.py:139(geterr)
  5974525    5.671    0.000   18.939    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\common.py:194(is_object_dtype)
  1193120    5.578    0.000    5.955    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\matplotlib\transforms.py:185(set_children)
  8623751    5.464    0.000   21.759    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\base.py:256(is_dtype)
  1376381    5.437    0.000    9.747    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\cast.py:1187(maybe_castable)
   861526    5.129    0.000  278.503    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:3256(take)
   859664    5.088    0.000    5.088    0.000 {pandas._libs.algos.take_2d_axis1_int64_int64}
12458924/12458914    5.085    0.000    8.777    0.000 {built-in method builtins.hasattr}
  7473328    5.038    0.000    6.594    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\numpy\core\numerictypes.py:293(issubclass_)
 22741325    4.796    0.000    4.796    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\blocks.py:319(iget)
  5439148    4.638    0.000    7.646    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\series.py:442(name)
  5862571    4.625    0.000   23.847    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\construction.py:339(extract_array)
  9234595    4.622    0.000    4.640    0.000 {built-in method _abc._abc_instancecheck}
  2589919    4.590    0.000   15.243    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexes\base.py:4199(equals)
  4930864    4.343    0.000    5.019    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\blocks.py:237(mgr_locs)
  3009821    4.322    0.000   14.958    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\common.py:1330(is_bool_dtype)
  2163717    4.191    0.000    6.946    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\arrays\numpy_.py:162(__init__)
 12585029    4.181    0.000    5.592    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexes\base.py:567(__len__)
  2165811    4.138    0.000    9.251    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:212(shape)
  3736664    4.087    0.000   10.985    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\numpy\core\numerictypes.py:365(issubdtype)
  9913093    4.048    0.000    5.799    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\common.py:1565(_get_dtype)
  2208993    4.034    0.000    7.055    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:5097(__finalize__)
  6578443    3.956    0.000   14.401    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\numpy\core\_dtype.py:319(_name_includes_bit_suffix)
  1955358    3.932    0.000    3.932    0.000 {built-in method numpy.arange}
   892258    3.904    0.000   36.056    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexers.py:348(check_array_indexer)
  2156246    3.833    0.000    3.833    0.000 {method 'copy' of 'numpy.ndarray' objects}
  1189677    3.807    0.000    9.643    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexes\numeric.py:105(_shallow_copy)
  8730556    3.790    0.000    7.542    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\inference.py:322(is_hashable)
   858894    3.542    0.000  355.912    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\frame.py:2930(_getitem_bool_array)
  6245077    3.542    0.000    5.956    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:1611(dtype)
  2298208    3.537    0.000    4.064    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:1541(__init__)
   892275    3.508    0.000   36.512    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\ops\array_ops.py:119(na_arithmetic_op)
10469906/8399990    3.484    0.000   28.808    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\numpy\core\_asarray.py:16(asarray)
   863874    3.425    0.000    3.425    0.000 {pandas._libs.algos.take_2d_axis0_object_object}
  1382898    3.380    0.000   47.003    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\blocks.py:2723(make_block)
  2040118    3.264    0.000   16.441    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\common.py:97(is_bool_indexer)
  4359198    3.241    0.000    5.584    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\series.py:492(name)
   645443    3.234    0.000   43.974    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:993(iget)
      120    3.221    0.027  180.459    1.504 C:\Users\user\pybatch\batch_calculations.py:295(_scratch_min_max)
  4401707    3.190    0.000   15.277    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\common.py:381(is_datetime64tz_dtype)
   863875    3.174    0.000  203.039    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:1294(<listcomp>)
  1574921    3.113    0.000   66.162    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:3534(_get_item_cache)
   892275    3.066    0.000   91.502    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\series.py:2741(_construct_result)
  1412936    3.016    0.000    6.745    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexes\base.py:4086(__getitem__)
   867487    3.010    0.000  213.617    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:1247(reindex_indexer)
   892275    2.957    0.000   28.308    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\computation\expressions.py:61(_evaluate_standard)
   387620    2.899    0.000   22.462    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\cast.py:1448(find_common_type)
    77064    2.826    0.000    7.042    0.000 {method 'draw_path' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
  1034592    2.793    0.000    6.033    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:132(__init__)
  2729507    2.784    0.000    3.165    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexes\base.py:4039(__contains__)
  1214757    2.783    0.000    2.807    0.000 {method 'get_loc' of 'pandas._libs.index.IndexEngine' objects}
  1376325    2.759    0.000   53.005    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:1573(from_array)
   892113    2.748    0.000  191.259    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\ops\__init__.py:359(wrapper)
  9234595    2.735    0.000    7.375    0.000 c:\users\user\anaconda3\envs\tasc\lib\abc.py:137(__instancecheck__)
      228    2.722    0.012  156.782    0.688 C:\Users\user\pybatch\batch_calculations.py:1022(<listcomp>)
  3397846    2.667    0.000    3.553    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:377(_get_axis)
   861526    2.665    0.000    2.665    0.000 {method 'take' of 'numpy.ndarray' objects}
  3307775    2.650    0.000    2.651    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\matplotlib\transforms.py:107(__init__)
