         801707947 function calls (785894197 primitive calls) in 717.216 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     8572   33.438    0.004   33.481    0.004 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\fpdf\fpdf.py:1906(_out)
     5002   31.112    0.006   32.256    0.006 {method 'draw_path_collection' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
122938556   23.071    0.000   34.125    0.000 {built-in method builtins.isinstance}
9687998/8803056   17.584    0.000   21.365    0.000 {built-in method numpy.array}
   637901   15.543    0.000   15.543    0.000 {pandas._libs.algos.take_2d_axis1_float64_float64}
   476102   13.578    0.000   24.221    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:224(_rebuild_blknos_and_blklocs)
  3763799   11.242    0.000   11.242    0.000 {method 'reduce' of 'numpy.ufunc' objects}
   329865   11.203    0.000   11.203    0.000 {built-in method _operator.eq}
   285876   10.691    0.000   32.230    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:932(fast_xs)
1711008/1711007   10.415    0.000   89.956    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\series.py:315(__init__)
  2191273    9.374    0.000   16.686    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:5426(__finalize__)
  1926984    8.666    0.000   45.259    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\array_algos\take.py:111(_take_nd_ndarray)
  5386418    7.918    0.000   22.106    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:5480(__setattr__)
42262629/31612368    7.866    0.000   11.928    0.000 {built-in method builtins.len}
  2474230    7.708    0.000    9.651    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:230(__init__)
 24195047    7.281    0.000   10.179    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\generic.py:43(_check)
   640752    6.934    0.000   11.993    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexers.py:249(maybe_convert_indices)
  1812746    6.760    0.000  231.414    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\frame.py:3418(__getitem__)
  3263559    6.081    0.000    6.089    0.000 {built-in method numpy.empty}
38584830/38580464    5.796    0.000    6.698    0.000 {built-in method builtins.getattr}
4337357/4171441    5.268    0.000   35.642    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:5464(__getattr__)
  1914422    5.029    0.000   61.518    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\blocks.py:1122(take_nd)
  1926984    4.988    0.000    9.412    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\array_algos\take.py:517(_take_preprocess_indexer_and_fill_value)
   348845    4.645    0.000    6.406    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\inspect.py:2879(_bind)
   571752    4.543    0.000    6.153    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\numpy\core\numerictypes.py:578(_can_coerce_all)
  3318198    4.151    0.000   11.627    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\series.py:627(name)
    26744    4.133    0.000    4.133    0.000 {method 'set_text' of 'matplotlib.ft2font.FT2Font' objects}
   646743    4.108    0.000    4.108    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
2853621/2586342    4.093    0.000   19.592    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
  4493573    4.082    0.000    8.591    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\common.py:1578(_is_dtype_type)
   660501    4.054    0.000  106.129    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\series.py:5491(_cmp_method)
  1017194    4.030    0.000   16.540    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\construction.py:463(sanitize_array)
   634470    3.804    0.000    3.804    0.000 {pandas._libs.algos.take_2d_axis1_int64_int64}
       60    3.681    0.061  288.721    4.812 \\metlab25\d\pybatch\batch_calculations.py:1067(draw_layer_graph)
 17916362    3.594    0.000    3.594    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\blocks.py:349(iget)
  1028872    3.472    0.000   19.632    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\blocks.py:1916(new_block)
   887001    3.371    0.000    3.653    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\matplotlib\transforms.py:207(set_children)
   660501    3.320    0.000   26.558    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\ops\array_ops.py:229(comparison_op)
   635191    3.281    0.000  116.761    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:3518(take)
9082516/9082510    3.265    0.000    5.160    0.000 {built-in method builtins.hasattr}
  1926984    3.253    0.000   49.984    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\array_algos\take.py:54(take_nd)
  2395174    3.177    0.000    8.796    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\common.py:1264(is_bool_dtype)
  3112473    3.116    0.000   10.802    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\common.py:160(is_object_dtype)
  1017193    3.101    0.000    5.945    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\construction.py:671(_try_cast)
