         664192025 function calls (650766332 primitive calls) in 635.153 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     9034   43.150    0.005   43.172    0.005 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\fpdf\fpdf.py:1906(_out)
 99762406   19.240    0.000   28.819    0.000 {built-in method builtins.isinstance}
     4247   17.145    0.004   17.837    0.004 {method 'draw_path_collection' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
8414096/7727106   15.920    0.000   18.955    0.000 {built-in method numpy.array}
   427932   12.925    0.000   23.175    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:224(_rebuild_blknos_and_blklocs)
  3336232   11.193    0.000   11.193    0.000 {method 'reduce' of 'numpy.ufunc' objects}
   535130   10.690    0.000   10.690    0.000 {pandas._libs.algos.take_2d_axis1_float64_float64}
1363969/1363968    8.801    0.000   74.072    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\series.py:315(__init__)
  1797470    8.167    0.000   14.231    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:5426(__finalize__)
  1614597    7.940    0.000   36.195    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\array_algos\take.py:111(_take_nd_ndarray)
   185048    7.418    0.000   21.789    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:932(fast_xs)
  4353601    6.671    0.000   18.369    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:5480(__setattr__)
33583887/24813950    6.417    0.000    9.926    0.000 {built-in method builtins.len}
   537221    6.187    0.000   10.880    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexers.py:249(maybe_convert_indices)
 19375424    6.178    0.000    8.652    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\generic.py:43(_check)
   218234    5.960    0.000    5.960    0.000 {built-in method _operator.eq}
