         730678007 function calls (716164009 primitive calls) in 1147.533 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
   895261  448.555    0.001  449.828    0.001 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\matplotlib\transforms.py:207(set_children)
     9654   42.244    0.004   42.315    0.004 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\fpdf\fpdf.py:1906(_out)
     5002   25.953    0.005   27.004    0.005 {method 'draw_path_collection' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
109516361   20.065    0.000   29.952    0.000 {built-in method builtins.isinstance}
   443792   18.959    0.000   30.114    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:224(_rebuild_blknos_and_blklocs)
  2955937   17.762    0.000   17.770    0.000 {built-in method numpy.empty}
9105762/8321641   16.751    0.000   20.080    0.000 {built-in method numpy.array}
   576763   12.831    0.000   12.831    0.000 {pandas._libs.algos.take_2d_axis1_float64_float64}
  3574200   11.441    0.000   11.441    0.000 {method 'reduce' of 'numpy.ufunc' objects}
   263510   10.950    0.000   10.950    0.000 {built-in method _operator.eq}
1515676/1515675    9.264    0.000   78.060    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\series.py:315(__init__)
  1963581    8.652    0.000   15.227    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:5426(__finalize__)
   225287    8.220    0.000   24.917    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:932(fast_xs)
  1740786    7.988    0.000   51.948    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\array_algos\take.py:111(_take_nd_ndarray)
       60    7.352    0.123  766.316   12.772 \\metlab25\d\pybatch\batch_calculations.py:1067(draw_layer_graph)
  4752394    7.045    0.000   19.682    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:5480(__setattr__)
37067612/27572627    6.771    0.000   10.302    0.000 {built-in method builtins.len}
       60    6.637    0.111  114.491    1.908 \\metlab25\d\pybatch\batch_calculations.py:298(_scratch_min_max)
 21315337    6.353    0.000    8.961    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\generic.py:43(_check)
   578855    6.322    0.000   10.887    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexers.py:249(maybe_convert_indices)
  1619576    6.033    0.000  227.728    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\frame.py:3418(__getitem__)
  2186859    5.881    0.000    7.571    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:230(__init__)
    31686    5.677    0.000    5.677    0.000 {method 'set_text' of 'matplotlib.ft2font.FT2Font' objects}
2896621/2607489    5.408    0.000   21.800    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
34977506/34972624    5.401    0.000    6.389    0.000 {built-in method builtins.getattr}
   394050    5.025    0.000    6.972    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\inspect.py:2879(_bind)
3832584/3666498    4.753    0.000   37.273    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:5464(__getattr__)
  1740786    4.637    0.000    8.779    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\array_algos\take.py:517(_take_preprocess_indexer_and_fill_value)
  1731008    4.136    0.000   66.228    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\blocks.py:1122(take_nd)
  2954042    3.802    0.000   10.494    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\series.py:627(name)
   594146    3.670    0.000   96.700    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\series.py:5491(_cmp_method)
   890250    3.508    0.000   13.982    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\construction.py:463(sanitize_array)
   450574    3.498    0.000    4.741    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\numpy\core\numerictypes.py:578(_can_coerce_all)
  1344598    3.486    0.000    3.486    0.000 {built-in method numpy.arange}
  4029859    3.477    0.000    7.569    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\common.py:1578(_is_dtype_type)
   587082    3.331    0.000    3.331    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
   573965    3.169    0.000    3.169    0.000 {pandas._libs.algos.take_2d_axis1_int64_int64}
      449    3.078    0.007    3.078    0.007 {method 'close' of '_io.BufferedRandom' objects}
   594146    3.053    0.000   25.097    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\ops\array_ops.py:229(comparison_op)
   574686    3.030    0.000  116.768    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:3518(take)
8308423/8308417    2.985    0.000    4.666    0.000 {built-in method builtins.hasattr}
   899575    2.966    0.000   17.437    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\blocks.py:1916(new_block)
  1740786    2.928    0.000   56.174    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\array_algos\take.py:54(take_nd)
 14188159    2.908    0.000    2.908    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\blocks.py:349(iget)
  2072822    2.799    0.000    7.767    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\common.py:1264(is_bool_dtype)
   444821    2.792    0.000   37.565    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:970(iget)
      875    2.774    0.003    2.774    0.003 {built-in method io.open}
  1344450    2.756    0.000    6.887    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\numpy\core\_ufunc_config.py:39(seterr)
   890249    2.684    0.000    5.009    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\construction.py:671(_try_cast)
  1585062    2.679    0.000    2.679    0.000 {method 'copy' of 'numpy.ndarray' objects}
  2748694    2.630    0.000    9.316    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\common.py:160(is_object_dtype)
  3686717    2.628    0.000    4.332    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\series.py:577(name)
