         3554874730 function calls (3493478753 primitive calls) in 2427.504 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    13474  109.043    0.008  109.094    0.008 d:\tasc2.4\tasc-lab-master\tasc24\lib\site-packages\fpdf\fpdf.py:1906(_out)
    12178   84.094    0.007   86.935    0.007 {method 'draw_path_collection' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
560267159   82.127    0.000  131.319    0.000 {built-in method builtins.isinstance}
   291891   62.301    0.000   62.955    0.000 d:\tasc2.4\tasc-lab-master\tasc24\lib\site-packages\matplotlib\cbook\__init__.py:2271(_check_shape)
  2145403   53.175    0.000   53.175    0.000 {pandas._libs.algos.take_2d_axis1_float64_float64}
36524595/30318590   52.354    0.000   74.899    0.000 {built-in method numpy.array}
  1229813   51.212    0.000   51.212    0.000 {built-in method _operator.eq}
  6442138   42.048    0.000  341.919    0.000 d:\tasc2.4\tasc-lab-master\tasc24\lib\site-packages\pandas\core\algorithms.py:1640(take_nd)
 15001260   34.885    0.000   34.885    0.000 {method 'reduce' of 'numpy.ufunc' objects}
158344977   34.047    0.000   47.414    0.000 d:\tasc2.4\tasc-lab-master\tasc24\lib\site-packages\pandas\core\dtypes\generic.py:10(_check)
 50837471   32.345    0.000   79.762    0.000 d:\tasc2.4\tasc-lab-master\tasc24\lib\site-packages\pandas\core\dtypes\common.py:1460(is_extension_array_dtype)
  1586769   29.851    0.000   58.985    0.000 d:\tasc2.4\tasc-lab-master\tasc24\lib\site-packages\pandas\core\internals\managers.py:238(_rebuild_blknos_and_blklocs)
  1070091   29.575    0.000   98.016    0.000 d:\tasc2.4\tasc-lab-master\tasc24\lib\site-packages\pandas\core\internals\managers.py:935(fast_xs)
5952995/5952994   28.224    0.000  304.551    0.000 d:\tasc2.4\tasc-lab-master\tasc24\lib\site-packages\pandas\core\series.py:201(__init__)
 50839452   27.975    0.000   38.932    0.000 d:\tasc2.4\tasc-lab-master\tasc24\lib\site-packages\pandas\core\dtypes\base.py:413(find)
  6440156   26.882    0.000   94.936    0.000 d:\tasc2.4\tasc-lab-master\tasc24\lib\site-packages\pandas\core\dtypes\cast.py:442(maybe_promote)
 10740843   26.394    0.000   26.395    0.000 {built-in method numpy.empty}
270571359/270561965   26.206    0.000   28.227    0.000 {built-in method builtins.getattr}
176611807/137202468   25.383    0.000   39.118    0.000 {built-in method builtins.len}
 16434411   24.698    0.000   60.629    0.000 d:\tasc2.4\tasc-lab-master\tasc24\lib\site-packages\numpy\core\_dtype.py:333(_name_get)
 18698938   22.268    0.000   47.680    0.000 d:\tasc2.4\tasc-lab-master\tasc24\lib\site-packages\pandas\core\generic.py:5143(__setattr__)
  6442138   22.258    0.000   77.192    0.000 d:\tasc2.4\tasc-lab-master\tasc24\lib\site-packages\pandas\core\algorithms.py:1511(_get_take_nd_function)
 12407857   20.756    0.000   39.483    0.000 d:\tasc2.4\tasc-lab-master\tasc24\lib\site-packages\pandas\core\internals\blocks.py:124(__init__)
  6256716   20.489    0.000  883.913    0.000 d:\tasc2.4\tasc-lab-master\tasc24\lib\site-packages\pandas\core\frame.py:2869(__getitem__)
  2135242   18.997    0.000   34.136    0.000 d:\tasc2.4\tasc-lab-master\tasc24\lib\site-packages\pandas\core\indexers.py:210(maybe_convert_indices)
  2240601   18.918    0.000  191.518    0.000 d:\tasc2.4\tasc-lab-master\tasc24\lib\site-packages\pandas\core\ops\array_ops.py:195(comparison_op)
  6438182   17.269    0.000  398.757    0.000 d:\tasc2.4\tasc-lab-master\tasc24\lib\site-packages\pandas\core\internals\blocks.py:1238(take_nd)
181395401   16.949    0.000   16.949    0.000 {built-in method builtins.issubclass}
  2135242   16.088    0.000  516.614    0.000 d:\tasc2.4\tasc-lab-master\tasc24\lib\site-packages\pandas\core\internals\managers.py:1436(take)
 19905454   15.386    0.000   34.491    0.000 d:\tasc2.4\tasc-lab-master\tasc24\lib\site-packages\pandas\core\dtypes\common.py:1600(_is_dtype_type)
