         1516907711 function calls (1487266710 primitive calls) in 1366.362 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    11664   95.289    0.008   95.327    0.008 c:\users\user\anaconda3\envs\tasc\lib\site-packages\fpdf\fpdf.py:1906(_out)
     5731   54.664    0.010   56.425    0.010 {method 'draw_path_collection' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
240655574   43.515    0.000   64.604    0.000 {built-in method builtins.isinstance}
  1203730   31.180    0.000   31.180    0.000 {pandas._libs.algos.take_2d_axis1_float64_float64}
16899493/15152434   30.371    0.000   37.852    0.000 {built-in method numpy.array}
   791485   28.797    0.000   28.797    0.000 {built-in method _operator.eq}
   707257   24.831    0.000   76.994    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:932(fast_xs)
3374578/3374577   21.636    0.000  181.517    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\series.py:315(__init__)
   813619   20.006    0.000   38.091    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:224(_rebuild_blknos_and_blklocs)
  6369473   19.638    0.000   19.638    0.000 {method 'reduce' of 'numpy.ufunc' objects}
  4202993   18.445    0.000   32.456    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:5426(__finalize__)
  3644050   16.812    0.000   86.431    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\array_algos\take.py:111(_take_nd_ndarray)
 10687263   16.170    0.000   44.368    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:5480(__setattr__)
86648219/66004108   15.254    0.000   23.560    0.000 {built-in method builtins.len}
  4901998   14.051    0.000   17.940    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:230(__init__)
 48184355   14.032    0.000   19.854    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\generic.py:43(_check)
  1210581   13.085    0.000   22.955    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexers.py:249(maybe_convert_indices)
  3505529   12.806    0.000  427.372    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\frame.py:3418(__getitem__)
  1219490   11.676    0.000   11.676    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
  1414514   11.127    0.000   14.924    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\numpy\core\numerictypes.py:578(_can_coerce_all)
  5987743   10.812    0.000   10.813    0.000 {built-in method numpy.empty}
73283434/73276218   10.631    0.000   12.083    0.000 {built-in method builtins.getattr}
8596894/8364230   10.492    0.000   58.840    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:5464(__getattr__)
  3644050    9.453    0.000   18.030    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\array_algos\take.py:517(_take_preprocess_indexer_and_fill_value)
  3612506    8.688    0.000  116.012    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\blocks.py:1122(take_nd)
   589450    8.598    0.000   11.834    0.000 c:\users\user\anaconda3\envs\tasc\lib\inspect.py:2879(_bind)
  2061398    8.375    0.000   33.617    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\construction.py:463(sanitize_array)
  6470164    8.349    0.000   22.358    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\series.py:627(name)
 40431710    7.976    0.000    7.976    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\blocks.py:349(iget)
