         1103771907 function calls (1081958899 primitive calls) in 1195.514 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    10454   83.825    0.008   83.862    0.008 c:\users\user\anaconda3\envs\tasc\lib\site-packages\fpdf\fpdf.py:1906(_out)
     5465   55.811    0.010   57.702    0.011 {method 'draw_path_collection' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
170455277   32.691    0.000   49.234    0.000 {built-in method builtins.isinstance}
      995   32.422    0.033   32.422    0.033 {built-in method io.open}
   883194   31.378    0.000   31.378    0.000 {pandas._libs.algos.take_2d_axis1_float64_float64}
13233316/11944116   25.844    0.000   31.390    0.000 {built-in method numpy.array}
      507   21.098    0.042   21.098    0.042 {method 'close' of '_io.BufferedRandom' objects}
   466880   20.265    0.000   20.265    0.000 {built-in method _operator.eq}
      507   19.149    0.038   19.149    0.038 {method 'encode_to_file' of 'ImagingEncoder' objects}
   650210   18.157    0.000   34.015    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:224(_rebuild_blknos_and_blklocs)
  5182344   17.230    0.000   17.230    0.000 {method 'reduce' of 'numpy.ufunc' objects}
2437647/2437646   15.646    0.000  132.703    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\series.py:315(__init__)
   405746   14.800    0.000   45.906    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:932(fast_xs)
  3097780   13.978    0.000   24.774    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:5426(__finalize__)
  2667984   13.051    0.000   76.663    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\array_algos\take.py:111(_take_nd_ndarray)
  7548249   11.418    0.000   32.359    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:5480(__setattr__)
59794983/44998744   11.189    0.000   17.387    0.000 {built-in method builtins.len}
 33752396   10.829    0.000   15.278    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\generic.py:43(_check)
     6818   10.267    0.002   10.267    0.002 {method 'read' of '_io.BufferedReader' objects}
   888258   10.171    0.000   17.747    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexers.py:249(maybe_convert_indices)
  3499169   10.090    0.000   13.353    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:230(__init__)
     1753   10.043    0.006   10.043    0.006 {built-in method nt.stat}
  2575667   10.010    0.000  351.109    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\frame.py:3418(__getitem__)
   896979    9.531    0.000    9.531    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
  4382311    9.522    0.000    9.523    0.000 {built-in method numpy.empty}
53205103/53199045    8.542    0.000    9.792    0.000 {built-in method builtins.getattr}
6204663/5978562    7.785    0.000   51.403    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:5464(__getattr__)
   469639    7.519    0.000   10.273    0.000 c:\users\user\anaconda3\envs\tasc\lib\inspect.py:2879(_bind)
  2667984    7.387    0.000   14.267    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\array_algos\take.py:517(_take_preprocess_indexer_and_fill_value)
  2650460    7.036    0.000   99.530    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\blocks.py:1122(take_nd)
   811492    6.624    0.000    8.899    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\numpy\core\numerictypes.py:578(_can_coerce_all)
   917168    6.230    0.000  162.844    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\series.py:5491(_cmp_method)
  4729125    6.208    0.000   17.164    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\series.py:627(name)
  1419112    6.115    0.000   24.283    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\construction.py:463(sanitize_array)
  1200231    6.021    0.000    6.405    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\matplotlib\transforms.py:185(set_children)
3664801/3391382    5.755    0.000   26.994    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
    36691    5.751    0.000    5.751    0.000 {method 'set_text' of 'matplotlib.ft2font.FT2Font' objects}
  6279671    5.564    0.000   12.111    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\common.py:1578(_is_dtype_type)
   879495    5.441    0.000    5.441    0.000 {pandas._libs.algos.take_2d_axis1_int64_int64}
       80    5.431    0.068  443.699    5.546 \\metlab25\d\pybatch\batch_calculations.py:1067(draw_layer_graph)
   880375    5.355    0.000  183.351    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:3518(take)
   917168    5.061    0.000   44.322    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\ops\array_ops.py:229(comparison_op)
  1425588    4.964    0.000   28.785    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\blocks.py:1916(new_block)
