         667142043 function calls (656263818 primitive calls) in 553.553 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     7570   30.779    0.004   30.800    0.004 c:\users\user\anaconda3\envs\tasc\lib\site-packages\fpdf\fpdf.py:1906(_out)
     5215   30.493    0.006   31.616    0.006 {method 'draw_path_collection' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
101037238   19.971    0.000   30.880    0.000 {built-in method builtins.isinstance}
6248474/5115306   11.709    0.000   16.896    0.000 {built-in method numpy.array}
   303980   10.612    0.000   35.190    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:935(fast_xs)
   345272   10.169    0.000   10.169    0.000 {built-in method _operator.eq}
   970090    8.812    0.000   62.158    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\algorithms.py:1640(take_nd)
  2625277    8.557    0.000    8.557    0.000 {method 'reduce' of 'numpy.ufunc' objects}
   322284    7.641    0.000    7.641    0.000 {pandas._libs.algos.take_2d_axis1_float64_float64}
 28331221    7.522    0.000   10.556    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\generic.py:10(_check)
  8810808    6.847    0.000   17.783    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\common.py:1460(is_extension_array_dtype)
  8811892    6.505    0.000    8.934    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\base.py:413(find)
1030232/1030231    6.239    0.000   72.041    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\series.py:201(__init__)
47991361/47984823    6.026    0.000    6.882    0.000 {built-in method builtins.getattr}
33704213/27295841    5.912    0.000    8.580    0.000 {built-in method builtins.len}
   344980    5.408    0.000    7.328    0.000 c:\users\user\anaconda3\envs\tasc\lib\inspect.py:2879(_bind)
   969005    5.210    0.000   18.404    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\cast.py:442(maybe_promote)
   620640    5.113    0.000    6.891    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\numpy\core\numerictypes.py:578(_can_coerce_all)
  2603350    4.912    0.000   11.724    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\numpy\core\_dtype.py:333(_name_get)
