         3918375284 function calls (3839623083 primitive calls) in 3796.927 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    24685  558.929    0.023  559.009    0.023 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\fpdf\fpdf.py:1906(_out)
615458461  113.346    0.000  168.913    0.000 {built-in method builtins.isinstance}
    21188   89.049    0.004   92.760    0.004 {method 'draw_path_collection' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
46685099/42472966   80.146    0.000   97.940    0.000 {built-in method numpy.array}
  2525011   70.322    0.000  125.838    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:224(_rebuild_blknos_and_blklocs)
  3197420   55.757    0.000   55.757    0.000 {pandas._libs.algos.take_2d_axis1_float64_float64}
 18029146   53.652    0.000   53.652    0.000 {method 'reduce' of 'numpy.ufunc' objects}
8498579/8498578   51.045    0.000  442.531    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\series.py:315(__init__)
  1636177   50.381    0.000   50.381    0.000 {built-in method _operator.eq}
  1413762   49.648    0.000  154.973    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:932(fast_xs)
 11058215   46.517    0.000   82.566    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:5426(__finalize__)
  9670707   42.515    0.000  193.893    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\array_algos\take.py:111(_take_nd_ndarray)
 27767138   41.766    0.000  113.872    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:5480(__setattr__)
213129410/158672955   39.028    0.000   59.923    0.000 {built-in method builtins.len}
122094210   36.854    0.000   51.367    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\generic.py:43(_check)
 12458117   34.213    0.000   43.791    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:230(__init__)
  9017078   33.772    0.000 1126.101    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\frame.py:3418(__getitem__)
  3217544   33.369    0.000   59.020    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexers.py:249(maybe_convert_indices)
 16621646   29.099    0.000   29.124    0.000 {built-in method numpy.empty}
191898177/191884593   28.166    0.000   31.900    0.000 {built-in method builtins.getattr}
21201377/20358690   26.028    0.000  176.785    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:5464(__getattr__)
  9670707   24.067    0.000   45.684    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\array_algos\take.py:517(_take_preprocess_indexer_and_fill_value)
  2827524   23.128    0.000   31.069    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\numpy\core\numerictypes.py:578(_can_coerce_all)
  9595979   22.303    0.000  271.443    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\blocks.py:1122(take_nd)
     1380   20.930    0.015   20.930    0.015 {method 'close' of '_io.BufferedRandom' objects}
 16348795   20.758    0.000   57.585    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\series.py:627(name)
  3315317   20.122    0.000  523.174    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\series.py:5491(_cmp_method)
  5087656   19.775    0.000   80.856    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\construction.py:463(sanitize_array)
  1445515   19.367    0.000   26.704    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\inspect.py:2879(_bind)
  4306348   18.960    0.000   20.324    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\matplotlib\transforms.py:207(set_children)
 22292981   18.820    0.000   41.366    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\common.py:1578(_is_dtype_type)
  3242765   18.498    0.000   18.498    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
13089519/11846803   18.426    0.000   88.452    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
      300   18.078    0.060 1439.322    4.798 \\metlab25\d\pybatch\batch_calculations.py:1067(draw_layer_graph)
  3315317   16.567    0.000  127.101    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\ops\array_ops.py:229(comparison_op)
 81718270   16.558    0.000   16.558    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\blocks.py:349(iget)
  3183468   16.518    0.000  542.282    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:3518(take)
  5115584   16.420    0.000   97.265    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\blocks.py:1916(new_block)
    18900   16.044    0.001   16.044    0.001 {method 'read' of '_io.BufferedReader' objects}
 11968172   16.029    0.000   43.877    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\common.py:1264(is_bool_dtype)
  2543743   15.929    0.000  168.801    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:970(iget)
  9670707   15.927    0.000  216.999    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\array_algos\take.py:54(take_nd)
44852806/44852800   15.687    0.000   24.936    0.000 {built-in method builtins.hasattr}
   108198   15.628    0.000   15.628    0.000 {method 'set_text' of 'matplotlib.ft2font.FT2Font' objects}
  7167936   15.517    0.000   38.761    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\numpy\core\_ufunc_config.py:39(seterr)
  5087655   15.052    0.000   28.618    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\construction.py:671(_try_cast)
 15571038   14.699    0.000   51.722    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\common.py:160(is_object_dtype)
  9574082   14.341    0.000   45.008    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexes\base.py:4729(equals)
  7167936   14.339    0.000   15.294    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\numpy\core\_ufunc_config.py:139(geterr)
 20367590   14.290    0.000   23.764    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\series.py:577(name)
 37740682   13.900    0.000   13.900    0.000 {pandas._libs.lib.is_list_like}
  3315678   13.897    0.000   85.383    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexers.py:439(check_array_indexer)
  3180035   13.780    0.000   13.780    0.000 {pandas._libs.algos.take_2d_axis1_int64_int64}
  7669186   13.687    0.000   45.490    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\blocks.py:1843(maybe_coerce_values)
  8339013   13.658    0.000   31.578    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\base.py:41(shape)
 43505411   13.569    0.000   17.873    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexes\base.py:794(__len__)
  3183468   13.292    0.000  459.952    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:833(take)
 23207586   13.250    0.000   18.871    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:1656(dtype)
  5840184   13.240    0.000  273.446    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\frame.py:3871(_get_item_cache)
 31443473   13.187    0.000   20.042    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\inference.py:321(is_hashable)
 10451821   13.182    0.000   13.182    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\blocks.py:261(make_block_same_class)
  7624200   13.101    0.000   13.101    0.000 {built-in method numpy.arange}
  3176894   12.630    0.000  758.960    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\frame.py:3480(_getitem_bool_array)
 11068089   12.340    0.000   24.150    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\common.py:574(is_dtype_equal)
  5115640   12.157    0.000   34.726    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\blocks.py:1875(get_block_type)
  7806418   12.122    0.000   55.344    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\common.py:100(is_bool_indexer)
      300   11.639    0.039  498.774    1.663 \\metlab25\d\pybatch\batch_calculations.py:298(_scratch_min_max)
 18497536   11.382    0.000   16.502    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\common.py:1420(is_extension_array_dtype)
 16369241   11.307    0.000   36.884    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\common.py:1718(validate_all_hashable)
 17131049   11.259    0.000   12.942    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\construction.py:431(ensure_wrapped_if_datetimelike)
  3183468   11.049    0.000   46.802    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexes\base.py:950(take)
  3197565   10.986    0.000  303.918    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:674(<listcomp>)
        1   10.986   10.986   10.986   10.986 {method 'write' of '_io.BufferedWriter' objects}
4345005/2881027   10.787    0.000  521.235    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexing.py:918(__getitem__)
