         4756377323 function calls (4657573219 primitive calls) in 4926.799 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    30763  684.996    0.022  685.147    0.022 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\fpdf\fpdf.py:1906(_out)
738675191  153.066    0.000  224.767    0.000 {built-in method builtins.isinstance}
65294427/60401874  118.322    0.000  140.110    0.000 {built-in method numpy.array}
  3720739  117.701    0.000  207.912    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:224(_rebuild_blknos_and_blklocs)
 25723056   81.171    0.000   81.171    0.000 {method 'reduce' of 'numpy.ufunc' objects}
 13816769   65.556    0.000  112.625    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:5426(__finalize__)
10057368/10057367   63.956    0.000  545.916    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\series.py:315(__init__)
    37446   61.274    0.002   65.141    0.002 {method 'draw_path_collection' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
 12619288   61.111    0.000  241.961    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\array_algos\take.py:111(_take_nd_ndarray)
240399648/172956906   52.695    0.000   79.628    0.000 {built-in method builtins.len}
 32514688   51.311    0.000  139.616    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:5480(__setattr__)
  3994354   50.532    0.000   50.532    0.000 {pandas._libs.algos.take_2d_axis1_float64_float64}
  4203997   46.094    0.000   81.444    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexers.py:249(maybe_convert_indices)
146149781   45.376    0.000   64.484    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\generic.py:43(_check)
 11100911   43.992    0.000 1644.148    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\frame.py:3418(__getitem__)
 14676673   43.991    0.000   56.286    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:230(__init__)
243221027/243206123   38.685    0.000   43.537    0.000 {built-in method builtins.getattr}
 21810547   38.614    0.000   38.648    0.000 {built-in method numpy.empty}
  7505271   38.356    0.000   40.886    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\matplotlib\transforms.py:207(set_children)
  1118839   36.902    0.000   36.902    0.000 {built-in method _operator.eq}
 12619288   34.054    0.000   65.209    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\array_algos\take.py:517(_take_preprocess_indexer_and_fill_value)
21925808/19714337   33.788    0.000  155.658    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
 12576866   33.072    0.000  354.120    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\blocks.py:1122(take_nd)
      200   32.861    0.164 2792.202   13.961 \\metlab25\d\pybatch\batch_calculations.py:1067(draw_layer_graph)
   867466   32.160    0.000   99.921    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:932(fast_xs)
24746560/23165054   32.106    0.000  293.572    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:5464(__getattr__)
  4274159   28.498    0.000  698.743    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\series.py:5491(_cmp_method)
  3732438   27.640    0.000  279.527    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:970(iget)
 19784871   27.020    0.000   74.718    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\series.py:627(name)
     1840   26.818    0.015   26.818    0.015 {method 'close' of '_io.BufferedRandom' objects}
 29075599   26.186    0.000   58.032    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\common.py:1578(_is_dtype_type)
  5808581   23.654    0.000   94.661    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\construction.py:463(sanitize_array)
  1582523   23.623    0.000   32.740    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\inspect.py:2879(_bind)
      200   23.399    0.117  993.211    4.966 \\metlab25\d\pybatch\batch_calculations.py:298(_scratch_min_max)
 12619288   23.239    0.000  274.934    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\array_algos\take.py:54(take_nd)
  4274159   23.198    0.000  148.676    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\ops\array_ops.py:229(comparison_op)
60226988/60226982   23.142    0.000   36.113    0.000 {built-in method builtins.hasattr}
  4184979   22.657    0.000  762.103    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:3518(take)
  9513562   22.558    0.000   54.303    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\numpy\core\_ufunc_config.py:39(seterr)
 11230941   21.512    0.000   21.512    0.000 {built-in method numpy.arange}
 11685711   21.161    0.000   49.222    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\base.py:41(shape)
  5824367   20.800    0.000  119.523    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\blocks.py:1916(new_block)
 12565616   20.542    0.000   77.262    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexes\base.py:4729(equals)
  4184979   20.213    0.000  640.385    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:833(take)
  5808580   20.197    0.000   34.927    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\construction.py:671(_try_cast)
 18544100   20.012    0.000   69.116    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\common.py:160(is_object_dtype)
  9513562   19.957    0.000   21.151    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\numpy\core\_ufunc_config.py:139(geterr)
  6920316   19.719    0.000  443.201    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\frame.py:3871(_get_item_cache)
  4274400   19.492    0.000  116.484    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexers.py:439(check_array_indexer)
 12961556   19.161    0.000   51.576    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\common.py:1264(is_bool_dtype)
  9563379   18.997    0.000   63.278    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\blocks.py:1843(maybe_coerce_values)
 29919360   18.215    0.000   25.296    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:1656(dtype)
 25383781   18.161    0.000   29.778    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\series.py:577(name)
    23898   17.859    0.001   17.859    0.001 {method 'read' of '_io.BufferedReader' objects}
 13091926   17.514    0.000   17.514    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\blocks.py:261(make_block_same_class)
 53445845   17.452    0.000   22.889    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexes\base.py:794(__len__)
