         3862178909 function calls (3780612515 primitive calls) in 5134.809 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    48546 1703.573    0.035 1703.786    0.035 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\fpdf\fpdf.py:1906(_out)
559301259  109.705    0.000  163.867    0.000 {built-in method builtins.isinstance}
50491192/47043621   90.951    0.000  106.531    0.000 {built-in method numpy.array}
  2873818   88.666    0.000  157.812    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:224(_rebuild_blknos_and_blklocs)
 20706315   66.193    0.000   66.193    0.000 {method 'reduce' of 'numpy.ufunc' objects}
7397686/7397685   47.789    0.000  398.896    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\series.py:315(__init__)
 10297681   45.642    0.000   79.830    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:5426(__finalize__)
  9162361   42.996    0.000  162.958    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\array_algos\take.py:111(_take_nd_ndarray)
 25018356   40.138    0.000  105.787    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:5480(__setattr__)
  2834484   38.624    0.000   53.717    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\inspect.py:2879(_bind)
     2809   36.947    0.013   36.947    0.013 {method 'close' of '_io.BufferedRandom' objects}
184290875/133676703   36.136    0.000   55.874    0.000 {built-in method builtins.len}
106777601   34.799    0.000   48.119    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\generic.py:43(_check)
  3055436   34.039    0.000   60.014    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexers.py:249(maybe_convert_indices)
   227888   33.170    0.000   33.178    0.000 {method 'set_text' of 'matplotlib.ft2font.FT2Font' objects}
  8123297   31.718    0.000 1174.729    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\frame.py:3418(__getitem__)
 10955838   30.868    0.000   41.860    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:230(__init__)
186455141/186427223   30.382    0.000   36.489    0.000 {built-in method builtins.getattr}
    30418   30.081    0.001   32.788    0.001 {method 'draw_path_collection' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
  2996078   28.887    0.000   28.887    0.000 {pandas._libs.algos.take_2d_axis1_float64_float64}
18520582/16695317   28.631    0.000  134.815    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
 16257671   28.432    0.000   28.486    0.000 {built-in method numpy.empty}
    39326   27.579    0.001   27.579    0.001 {method 'read' of '_io.BufferedReader' objects}
  9162361   24.685    0.000   46.707    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\array_algos\take.py:517(_take_preprocess_indexer_and_fill_value)
   649999   24.642    0.000   75.701    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:932(fast_xs)
      700   24.018    0.034 2075.464    2.965 \\metlab25\d\pybatch\batch_calculations.py:1067(draw_layer_graph)
17870554/16736931   23.779    0.000  206.815    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:5464(__getattr__)
  5912410   23.124    0.000   25.004    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\matplotlib\transforms.py:207(set_children)
  9101153   22.818    0.000  242.170    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\blocks.py:1122(take_nd)
  2876741   21.201    0.000  211.315    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:970(iget)
     5622   20.586    0.004   20.586    0.004 {built-in method io.open}
  3104909   20.116    0.000  488.728    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\series.py:5491(_cmp_method)
 14359146   19.231    0.000   52.846    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\series.py:627(name)
 20423707   18.238    0.000   40.416    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\common.py:1578(_is_dtype_type)
  4241241   18.191    0.000   71.204    0.000 c:\users\metlab24\anaconda3\envs\tasc\lib\site-packages\pandas\core\construction.py:463(sanitize_array)
